calculationType,calculationTypeId,category,categoryId,categoryName,confidenceIntervalDisplay,confidenceIntervalHigh,confidenceIntervalHighName,confidenceIntervalLow,confidenceIntervalLowName,confidenceIntervalName,dailyMax,dailyMaxDisplay,dailyMin,dailyMinDisplay,dataValue,descriptiveValue,descriptiveValueName,displayValue,geo,geoAbbreviation,geoId,geographicTypeId,groupById,hatching,hatchingId,hottestTemp,hottestTempDescription,id,includeDescriptiveValueName,minimumTemporal,minimumTemporalId,noDataBreakGroup,noDataId,parentGeo,parentGeoAbbreviation,parentGeoId,parentGeographicTypeId,parentMinimumTemporal,parentMinimumTemporalId,parentTemporal,parentTemporalId,parentTemporalType,parentTemporalTypeId,reportDate,reportDateString,rollover,secondaryValue,secondaryValueDisplay,secondaryValueName,standardError,standardErrorDisplay,standardErrorName,suppressionFlag,temporal,temporalColumnName,temporalDescription,temporalId,temporalRollingColumnName,temporalTypeId,title,yearlyMax,yearlyMaxDisplay
Temperature,,,0,,,,,,,,75.7,75.7°F,0.0,,75.7,,,75.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),536026394,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-14,10/14/2022,"['Report Date: 10/14/2022', 'Temperature: 75.7°F', 'Maximum Heat Index for Date (1979-2021): 90.5°F']",,,,,,,0,20221014,ReportDate,Date,20221014,RollingCount,10,"Autauga, AL",90.5,90.5°F
Temperature,,,0,,,,,,,,80.5,80.5°F,0.0,,80.5,,,80.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),518541673,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-15,10/15/2022,"['Report Date: 10/15/2022', 'Temperature: 80.5°F', 'Maximum Heat Index for Date (1979-2021): 91.3°F']",,,,,,,0,20221015,ReportDate,Date,20221015,RollingCount,10,"Autauga, AL",91.3,91.3°F
Temperature,,,0,,,,,,,,81.6,81.6°F,0.0,,81.6,,,81.6°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),531396023,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-16,10/16/2022,"['Report Date: 10/16/2022', 'Temperature: 81.6°F', 'Maximum Heat Index for Date (1979-2021): 91.1°F']",,,,,,,0,20221016,ReportDate,Date,20221016,RollingCount,10,"Autauga, AL",91.1,91.1°F
Temperature,,,0,,,,,,,,76.6,76.6°F,0.0,,76.6,,,76.6°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),563550000,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-17,10/17/2022,"['Report Date: 10/17/2022', 'Temperature: 76.6°F', 'Maximum Heat Index for Date (1979-2021): 88.9°F']",,,,,,,0,20221017,ReportDate,Date,20221017,RollingCount,10,"Autauga, AL",88.9,88.9°F
Temperature,,,0,,,,,,,,49.7,49.7°F,0.0,,49.7,,,49.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),537146140,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-18,10/18/2022,"['Report Date: 10/18/2022', 'Temperature: 49.7°F', 'Maximum Heat Index for Date (1979-2021): 93.2°F']",,,,,,,0,20221018,ReportDate,Date,20221018,RollingCount,10,"Autauga, AL",93.2,93.2°F
Temperature,,,0,,,,,,,,57.1,57.1°F,0.0,,57.1,,,57.1°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),562009663,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-19,10/19/2022,"['Report Date: 10/19/2022', 'Temperature: 57.1°F', 'Maximum Heat Index for Date (1979-2021): 92.8°F']",,,,,,,0,20221019,ReportDate,Date,20221019,RollingCount,10,"Autauga, AL",92.8,92.8°F
Temperature,,,0,,,,,,,,58.7,58.7°F,0.0,,58.7,,,58.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),554470271,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-20,10/20/2022,"['Report Date: 10/20/2022', 'Temperature: 58.7°F', 'Maximum Heat Index for Date (1979-2021): 92.5°F']",,,,,,,0,20221020,ReportDate,Date,20221020,RollingCount,10,"Autauga, AL",92.5,92.5°F
Temperature,,,0,,,,,,,,69.8,69.8°F,0.0,,69.8,,,69.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),526298739,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-21,10/21/2022,"['Report Date: 10/21/2022', 'Temperature: 69.8°F', 'Maximum Heat Index for Date (1979-2021): 89.8°F']",,,,,,,0,20221021,ReportDate,Date,20221021,RollingCount,10,"Autauga, AL",89.8,89.8°F
Temperature,,,0,,,,,,,,74.2,74.2°F,0.0,,74.2,,,74.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),583015980,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-22,10/22/2022,"['Report Date: 10/22/2022', 'Temperature: 74.2°F', 'Maximum Heat Index for Date (1979-2021): 89.4°F']",,,,,,,0,20221022,ReportDate,Date,20221022,RollingCount,10,"Autauga, AL",89.4,89.4°F
Temperature,,,0,,,,,,,,74.9,74.9°F,0.0,,74.9,,,74.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),569147902,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-23,10/23/2022,"['Report Date: 10/23/2022', 'Temperature: 74.9°F', 'Maximum Heat Index for Date (1979-2021): 87.5°F']",,,,,,,0,20221023,ReportDate,Date,20221023,RollingCount,10,"Autauga, AL",87.5,87.5°F
Temperature,,,0,,,,,,,,79.7,79.7°F,0.0,,79.7,,,79.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),597181038,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-24,10/24/2022,"['Report Date: 10/24/2022', 'Temperature: 79.7°F', 'Maximum Heat Index for Date (1979-2021): 87.5°F']",,,,,,,0,20221024,ReportDate,Date,20221024,RollingCount,10,"Autauga, AL",87.5,87.5°F
Temperature,,,0,,,,,,,,83.1,83.1°F,0.0,,83.1,,,83.1°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),556843074,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-25,10/25/2022,"['Report Date: 10/25/2022', 'Temperature: 83.1°F', 'Maximum Heat Index for Date (1979-2021): 86.7°F']",,,,,,,0,20221025,ReportDate,Date,20221025,RollingCount,10,"Autauga, AL",86.7,86.7°F
Temperature,,,0,,,,,,,,65.9,65.9°F,0.0,,65.9,,,65.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),600152671,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-26,10/26/2022,"['Report Date: 10/26/2022', 'Temperature: 65.9°F', 'Maximum Heat Index for Date (1979-2021): 95.7°F']",,,,,,,0,20221026,ReportDate,Date,20221026,RollingCount,10,"Autauga, AL",95.7,95.7°F
Temperature,,,0,,,,,,,,71.6,71.6°F,0.0,,71.6,,,71.6°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),517775869,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-27,10/27/2022,"['Report Date: 10/27/2022', 'Temperature: 71.6°F', 'Maximum Heat Index for Date (1979-2021): 91.7°F']",,,,,,,0,20221027,ReportDate,Date,20221027,RollingCount,10,"Autauga, AL",91.7,91.7°F
Temperature,,,0,,,,,,,,75.8,75.8°F,0.0,,75.8,,,75.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),594657282,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-28,10/28/2022,"['Report Date: 10/28/2022', 'Temperature: 75.8°F', 'Maximum Heat Index for Date (1979-2021): 94.9°F']",,,,,,,0,20221028,ReportDate,Date,20221028,RollingCount,10,"Autauga, AL",94.9,94.9°F
Temperature,,,0,,,,,,,,73.9,73.9°F,0.0,,73.9,,,73.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),586505626,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-29,10/29/2022,"['Report Date: 10/29/2022', 'Temperature: 73.9°F', 'Maximum Heat Index for Date (1979-2021): 90.4°F']",,,,,,,0,20221029,ReportDate,Date,20221029,RollingCount,10,"Autauga, AL",90.4,90.4°F
Temperature,,,0,,,,,,,,70.6,70.6°F,0.0,,70.6,,,70.6°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),578801237,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-30,10/30/2022,"['Report Date: 10/30/2022', 'Temperature: 70.6°F', 'Maximum Heat Index for Date (1979-2021): 92.1°F']",,,,,,,0,20221030,ReportDate,Date,20221030,RollingCount,10,"Autauga, AL",92.1,92.1°F
Temperature,,,0,,,,,,,,71.3,71.3°F,0.0,,71.3,,,71.3°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),554472040,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-31,10/31/2022,"['Report Date: 10/31/2022', 'Temperature: 71.3°F', 'Maximum Heat Index for Date (1979-2021): 86.7°F']",,,,,,,0,20221031,ReportDate,Date,20221031,RollingCount,10,"Autauga, AL",86.7,86.7°F
Temperature,,,0,,,,,,,,73.2,73.2°F,0.0,,73.2,,,73.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),526209823,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-01,11/01/2022,"['Report Date: 11/01/2022', 'Temperature: 73.2°F', 'Maximum Heat Index for Date (1979-2021): 88.5°F']",,,,,,,0,20221101,ReportDate,Date,20221101,RollingCount,10,"Autauga, AL",88.5,88.5°F
Temperature,,,0,,,,,,,,77.8,77.8°F,0.0,,77.8,,,77.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),596643334,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-02,11/02/2022,"['Report Date: 11/02/2022', 'Temperature: 77.8°F', 'Maximum Heat Index for Date (1979-2021): 83.5°F']",,,,,,,0,20221102,ReportDate,Date,20221102,RollingCount,10,"Autauga, AL",83.5,83.5°F
Temperature,,,0,,,,,,,,79.7,79.7°F,0.0,,79.7,,,79.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),587796098,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-03,11/03/2022,"['Report Date: 11/03/2022', 'Temperature: 79.7°F', 'Maximum Heat Index for Date (1979-2021): 84.9°F']",,,,,,,0,20221103,ReportDate,Date,20221103,RollingCount,10,"Autauga, AL",84.9,84.9°F
Temperature,,,0,,,,,,,,77.4,77.4°F,0.0,,77.4,,,77.4°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),561145596,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-04,11/04/2022,"['Report Date: 11/04/2022', 'Temperature: 77.4°F', 'Maximum Heat Index for Date (1979-2021): 86.8°F']",,,,,,,0,20221104,ReportDate,Date,20221104,RollingCount,10,"Autauga, AL",86.8,86.8°F
Temperature,,,0,,,,,,,,81.7,81.7°F,0.0,,81.7,,,81.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),545105012,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-05,11/05/2022,"['Report Date: 11/05/2022', 'Temperature: 81.7°F', 'Maximum Heat Index for Date (1979-2021): 90.8°F']",,,,,,,0,20221105,ReportDate,Date,20221105,RollingCount,10,"Autauga, AL",90.8,90.8°F
Temperature,,,0,,,,,,,,85.8,85.8°F,0.0,,85.8,,,85.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,True,Hottest Heat Index for Date (1979-2021),538838349,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-06,11/06/2022,"['Report Date: 11/06/2022', 'Temperature: 85.8°F', 'Maximum Heat Index for Date (1979-2021): 85.8°F', 'Hottest Heat Index for Date (1979-2021)']",,,,,,,0,20221106,ReportDate,Date,20221106,RollingCount,10,"Autauga, AL",85.8,85.8°F
Temperature,,,0,,,,,,,,87.7,87.7°F,0.0,,87.7,,,87.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,True,Hottest Heat Index for Date (1979-2021),590835118,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-07,11/07/2022,"['Report Date: 11/07/2022', 'Temperature: 87.7°F', 'Maximum Heat Index for Date (1979-2021): 87.7°F', 'Hottest Heat Index for Date (1979-2021)']",,,,,,,0,20221107,ReportDate,Date,20221107,RollingCount,10,"Autauga, AL",87.7,87.7°F
Temperature,,,0,,,,,,,,85.1,85.1°F,0.0,,85.1,,,85.1°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),575416168,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-08,11/08/2022,"['Report Date: 11/08/2022', 'Temperature: 85.1°F', 'Maximum Heat Index for Date (1979-2021): 87.3°F']",,,,,,,0,20221108,ReportDate,Date,20221108,RollingCount,10,"Autauga, AL",87.3,87.3°F
Temperature,,,0,,,,,,,,67.9,67.9°F,0.0,,67.9,,,67.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),596379398,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-09,11/09/2022,"['Report Date: 11/09/2022', 'Temperature: 67.9°F', 'Maximum Heat Index for Date (1979-2021): 83.8°F']",,,,,,,0,20221109,ReportDate,Date,20221109,RollingCount,10,"Autauga, AL",83.8,83.8°F
Temperature,,,0,,,,,,,,73.7,73.7°F,0.0,,73.7,,,73.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),544355097,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-10,11/10/2022,"['Report Date: 11/10/2022', 'Temperature: 73.7°F', 'Maximum Heat Index for Date (1979-2021): 83.2°F']",,,,,,,0,20221110,ReportDate,Date,20221110,RollingCount,10,"Autauga, AL",83.2,83.2°F
Temperature,,,0,,,,,,,,72.3,72.3°F,0.0,,72.3,,,72.3°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),587926824,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-11,11/11/2022,"['Report Date: 11/11/2022', 'Temperature: 72.3°F', 'Maximum Heat Index for Date (1979-2021): 78.4°F']",,,,,,,0,20221111,ReportDate,Date,20221111,RollingCount,10,"Autauga, AL",78.4,78.4°F
Temperature,,,0,,,,,,,,62.4,62.4°F,0.0,,62.4,,,62.4°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),534281474,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-12,11/12/2022,"['Report Date: 11/12/2022', 'Temperature: 62.4°F', 'Maximum Heat Index for Date (1979-2021): 82.0°F']",,,,,,,0,20221112,ReportDate,Date,20221112,RollingCount,10,"Autauga, AL",82.0,82.0°F
Temperature,,,0,,,,,,,,47.2,47.2°F,0.0,,47.2,,,47.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),573832165,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-13,11/13/2022,"['Report Date: 11/13/2022', 'Temperature: 47.2°F', 'Maximum Heat Index for Date (1979-2021): 82.2°F']",,,,,,,0,20221113,ReportDate,Date,20221113,RollingCount,10,"Autauga, AL",82.2,82.2°F
Temperature,,,0,,,,,,,,56.2,56.2°F,0.0,,56.2,,,56.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),599068651,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-14,11/14/2022,"['Report Date: 11/14/2022', 'Temperature: 56.2°F', 'Maximum Heat Index for Date (1979-2021): 84.6°F']",,,,,,,0,20221114,ReportDate,Date,20221114,RollingCount,10,"Autauga, AL",84.6,84.6°F
Temperature,,,0,,,,,,,,52.0,52.0°F,0.0,,52.0,,,52.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),516066570,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-15,11/15/2022,"['Report Date: 11/15/2022', 'Temperature: 52.0°F', 'Maximum Heat Index for Date (1979-2021): 84.1°F']",,,,,,,0,20221115,ReportDate,Date,20221115,RollingCount,10,"Autauga, AL",84.1,84.1°F
Temperature,,,0,,,,,,,,46.8,46.8°F,0.0,,46.8,,,46.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),536621354,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-16,11/16/2022,"['Report Date: 11/16/2022', 'Temperature: 46.8°F', 'Maximum Heat Index for Date (1979-2021): 83.7°F']",,,,,,,0,20221116,ReportDate,Date,20221116,RollingCount,10,"Autauga, AL",83.7,83.7°F
Temperature,,,0,,,,,,,,45.3,45.3°F,0.0,,45.3,,,45.3°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),561852620,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-17,11/17/2022,"['Report Date: 11/17/2022', 'Temperature: 45.3°F', 'Maximum Heat Index for Date (1979-2021): 82.4°F']",,,,,,,0,20221117,ReportDate,Date,20221117,RollingCount,10,"Autauga, AL",82.4,82.4°F
Temperature,,,0,,,,,,,,48.9,48.9°F,0.0,,48.9,,,48.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),576279136,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-18,11/18/2022,"['Report Date: 11/18/2022', 'Temperature: 48.9°F', 'Maximum Heat Index for Date (1979-2021): 82.5°F']",,,,,,,0,20221118,ReportDate,Date,20221118,RollingCount,10,"Autauga, AL",82.5,82.5°F
Temperature,,,0,,,,,,,,54.5,54.5°F,0.0,,54.5,,,54.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),577384078,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-19,11/19/2022,"['Report Date: 11/19/2022', 'Temperature: 54.5°F', 'Maximum Heat Index for Date (1979-2021): 82.9°F']",,,,,,,0,20221119,ReportDate,Date,20221119,RollingCount,10,"Autauga, AL",82.9,82.9°F
Temperature,,,0,,,,,,,,46.9,46.9°F,0.0,,46.9,,,46.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),592644396,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-20,11/20/2022,"['Report Date: 11/20/2022', 'Temperature: 46.9°F', 'Maximum Heat Index for Date (1979-2021): 81.3°F']",,,,,,,0,20221120,ReportDate,Date,20221120,RollingCount,10,"Autauga, AL",81.3,81.3°F
Temperature,,,0,,,,,,,,53.0,53.0°F,0.0,,53.0,,,53.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),511847860,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-21,11/21/2022,"['Report Date: 11/21/2022', 'Temperature: 53.0°F', 'Maximum Heat Index for Date (1979-2021): 81.7°F']",,,,,,,0,20221121,ReportDate,Date,20221121,RollingCount,10,"Autauga, AL",81.7,81.7°F
Temperature,,,0,,,,,,,,60.5,60.5°F,0.0,,60.5,,,60.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),593419360,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-22,11/22/2022,"['Report Date: 11/22/2022', 'Temperature: 60.5°F', 'Maximum Heat Index for Date (1979-2021): 82.7°F']",,,,,,,0,20221122,ReportDate,Date,20221122,RollingCount,10,"Autauga, AL",82.7,82.7°F
Temperature,,,0,,,,,,,,67.6,67.6°F,0.0,,67.6,,,67.6°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),581322935,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-23,11/23/2022,"['Report Date: 11/23/2022', 'Temperature: 67.6°F', 'Maximum Heat Index for Date (1979-2021): 77.0°F']",,,,,,,0,20221123,ReportDate,Date,20221123,RollingCount,10,"Autauga, AL",77.0,77.0°F
Temperature,,,0,,,,,,,,71.9,71.9°F,0.0,,71.9,,,71.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),545780649,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-24,11/24/2022,"['Report Date: 11/24/2022', 'Temperature: 71.9°F', 'Maximum Heat Index for Date (1979-2021): 77.3°F']",,,,,,,0,20221124,ReportDate,Date,20221124,RollingCount,10,"Autauga, AL",77.3,77.3°F
Temperature,,,0,,,,,,,,61.5,61.5°F,0.0,,61.5,,,61.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),533409598,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-25,11/25/2022,"['Report Date: 11/25/2022', 'Temperature: 61.5°F', 'Maximum Heat Index for Date (1979-2021): 77.6°F']",,,,,,,0,20221125,ReportDate,Date,20221125,RollingCount,10,"Autauga, AL",77.6,77.6°F
Temperature,,,0,,,,,,,,70.6,70.6°F,0.0,,70.6,,,70.6°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),606872318,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-26,11/26/2022,"['Report Date: 11/26/2022', 'Temperature: 70.6°F', 'Maximum Heat Index for Date (1979-2021): 81.5°F']",,,,,,,0,20221126,ReportDate,Date,20221126,RollingCount,10,"Autauga, AL",81.5,81.5°F
Temperature,,,0,,,,,,,,64.9,64.9°F,0.0,,64.9,,,64.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),586344771,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-27,11/27/2022,"['Report Date: 11/27/2022', 'Temperature: 64.9°F', 'Maximum Heat Index for Date (1979-2021): 81.8°F']",,,,,,,0,20221127,ReportDate,Date,20221127,RollingCount,10,"Autauga, AL",81.8,81.8°F
Temperature,,,0,,,,,,,,64.3,64.3°F,0.0,,64.3,,,64.3°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),519415632,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-28,11/28/2022,"['Report Date: 11/28/2022', 'Temperature: 64.3°F', 'Maximum Heat Index for Date (1979-2021): 78.0°F']",,,,,,,0,20221128,ReportDate,Date,20221128,RollingCount,10,"Autauga, AL",78.0,78.0°F
Temperature,,,0,,,,,,,,76.5,76.5°F,0.0,,76.5,,,76.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,True,Hottest Heat Index for Date (1979-2021),560321306,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-29,11/29/2022,"['Report Date: 11/29/2022', 'Temperature: 76.5°F', 'Maximum Heat Index for Date (1979-2021): 76.5°F', 'Hottest Heat Index for Date (1979-2021)']",,,,,,,0,20221129,ReportDate,Date,20221129,RollingCount,10,"Autauga, AL",76.5,76.5°F
Temperature,,,0,,,,,,,,67.8,67.8°F,0.0,,67.8,,,67.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),591366584,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-11-30,11/30/2022,"['Report Date: 11/30/2022', 'Temperature: 67.8°F', 'Maximum Heat Index for Date (1979-2021): 80.1°F']",,,,,,,0,20221130,ReportDate,Date,20221130,RollingCount,10,"Autauga, AL",80.1,80.1°F
Temperature,,,0,,,,,,,,53.2,53.2°F,0.0,,53.2,,,53.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),517191317,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-12-01,12/01/2022,"['Report Date: 12/01/2022', 'Temperature: 53.2°F', 'Maximum Heat Index for Date (1979-2021): 81.0°F']",,,,,,,0,20221201,ReportDate,Date,20221201,RollingCount,10,"Autauga, AL",81.0,81.0°F
Temperature,,,0,,,,,,,,62.3,62.3°F,0.0,,62.3,,,62.3°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),550655371,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-12-02,12/02/2022,"['Report Date: 12/02/2022', 'Temperature: 62.3°F', 'Maximum Heat Index for Date (1979-2021): 82.0°F']",,,,,,,0,20221202,ReportDate,Date,20221202,RollingCount,10,"Autauga, AL",82.0,82.0°F
Temperature,,,0,,,,,,,,67.7,67.7°F,0.0,,67.7,,,67.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),565329755,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-12-03,12/03/2022,"['Report Date: 12/03/2022', 'Temperature: 67.7°F', 'Maximum Heat Index for Date (1979-2021): 78.5°F']",,,,,,,0,20221203,ReportDate,Date,20221203,RollingCount,10,"Autauga, AL",78.5,78.5°F
Temperature,,,0,,,,,,,,67.7,67.7°F,0.0,,67.7,,,67.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),587883489,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-12-04,12/04/2022,"['Report Date: 12/04/2022', 'Temperature: 67.7°F', 'Maximum Heat Index for Date (1979-2021): 80.3°F']",,,,,,,0,20221204,ReportDate,Date,20221204,RollingCount,10,"Autauga, AL",80.3,80.3°F
Temperature,,,0,,,,,,,,67.5,67.5°F,0.0,,67.5,,,67.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),600782266,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-12-05,12/05/2022,"['Report Date: 12/05/2022', 'Temperature: 67.5°F', 'Maximum Heat Index for Date (1979-2021): 78.4°F']",,,,,,,0,20221205,ReportDate,Date,20221205,RollingCount,10,"Autauga, AL",78.4,78.4°F
